OBJECTID,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN
5646,20,99,88,88
5647,1,10,88,88
5648,99,99,99,99
5649,99,99,88,88
5650,99,99,88,88
5651,17,55,99,99
5652,99,99,88,88
5653,99,99,99,99
5654,99,99,99,99
5655,99,99,88,88
5656,99,99,99,99
5657,99,99,88,88
5658,18,7,88,88
5659,18,99,88,88
5660,99,99,99,99
5661,99,99,99,99
5662,1,32,88,88
5663,99,99,99,99
5664,13,99,88,88
5665,99,99,88,88
5666,2,99,99,99
5667,21,28,99,99
5668,99,99,88,88
5669,99,99,88,88
5670,99,99,99,99
5671,23,24,99,99
5672,99,99,99,99
5673,99,99,88,88
5674,22,10,88,88
5675,99,99,88,88
5676,99,99,99,99
5677,99,99,99,99
5678,99,99,99,99
5679,6,34,88,88
5680,99,99,88,88
5681,99,99,88,88
5682,99,99,99,99
5683,99,99,88,88
5684,99,99,99,99
5685,99,99,88,88
5686,99,99,99,99
5687,99,99,99,99
5688,99,99,99,99
5689,99,99,88,88
5690,99,99,99,99
5691,99,99,99,99
5692,99,99,88,88
5693,99,99,88,88
5694,99,99,99,99
5695,21,11,99,99
5696,99,99,88,88
5697,99,99,88,88
5698,99,99,99,99
5699,99,99,99,99
5700,99,99,88,88
5701,99,99,88,88
5702,99,99,99,99
5703,3,10,88,88
5704,99,99,99,99
5705,23,20,88,88
5706,20,11,88,88
5707,99,99,88,88
5708,99,99,88,88
5709,99,99,88,88
5710,99,99,88,88
5711,99,99,99,99
5712,99,99,99,99
5713,99,99,99,99
5714,22,99,99,99
5715,99,99,99,99
5716,99,99,99,99
5717,99,99,99,99
5718,0,36,99,99
5719,99,99,99,99
5720,99,99,88,88
5721,99,99,99,99
5722,99,99,88,88
5723,99,99,99,99
5724,0,99,88,88
5725,16,30,99,99
5726,99,99,99,99
5727,99,99,99,99
5728,8,55,99,99
5729,99,99,99,99
5730,99,99,99,99
5731,99,99,99,99
5732,99,99,88,88
5733,99,99,99,99
5734,99,99,99,99
5735,99,99,99,99
5736,99,99,99,99
5737,4,99,88,88
5738,99,99,99,99
5739,99,99,88,88
5740,99,99,88,88
5741,22,99,88,88
5742,99,99,99,99
5743,7,99,99,99
5744,10,99,99,99
5745,99,99,99,99
5746,99,99,99,99
5747,21,99,88,88
5748,99,99,99,99
5749,99,99,99,99
5750,17,99,99,99
5751,21,57,88,88
5752,99,99,88,88
5753,99,99,99,99
5754,99,99,99,99
5755,1,99,99,99
5756,99,99,88,88
5757,3,38,88,88
5758,99,99,99,99
5759,15,99,88,88
5760,99,99,88,88
5761,13,99,88,88
5762,2,99,88,88
5763,99,99,99,99
5764,99,99,88,88
5765,99,99,99,99
5766,99,99,99,99
5767,99,99,99,99
5768,99,99,88,88
5769,99,99,88,88
5770,99,99,99,99
5771,99,99,99,99
5772,99,99,99,99
5773,99,99,99,99
5774,99,99,99,99
5775,99,99,88,88
5776,99,99,99,99
5777,99,99,88,88
5778,99,99,99,99
5779,4,99,99,99
5780,99,99,99,99
5781,0,99,88,88
5782,10,43,99,99
5783,22,99,88,88
5784,99,99,99,99
5785,5,40,88,88
5786,10,9,99,99
5787,23,57,88,88
5788,99,99,99,99
5789,99,99,99,99
5790,14,99,88,88
5791,99,99,99,99
5792,99,99,99,99
5793,18,40,99,99
5794,8,49,99,99
5795,17,51,88,88
5796,99,99,99,99
5797,99,99,99,99
5798,99,99,88,88
5799,99,99,88,88
5800,99,99,88,88
5801,23,59,88,88
5802,99,99,99,99
5803,9,99,88,88
5804,99,99,99,99
5805,99,99,99,99
5806,99,99,99,99
5807,99,99,88,88
5808,99,99,88,88
5809,99,99,88,88
5810,99,99,99,99
5811,12,99,88,88
5812,99,99,99,99
5813,99,99,99,99
5814,99,99,99,99
5815,2,99,88,88
5816,6,99,88,88
5817,99,99,88,88
5818,99,99,88,88
5819,99,99,99,99
5820,99,99,88,88
5821,13,99,88,88
5822,99,99,88,88
5823,4,99,88,88
5824,99,99,88,88
5825,99,99,99,99
5826,99,99,99,99
5827,99,99,88,88
5828,3,99,88,88
5829,2,99,88,88
5830,19,15,99,99
5831,99,99,88,88
5832,99,99,99,99
5833,99,99,88,88
5834,99,99,99,99
5835,99,99,99,99
5836,99,99,88,88
5837,99,99,88,88
5838,99,99,99,99
5839,99,99,99,99
5840,99,99,88,88
5841,99,99,99,99
5842,99,99,99,99
5843,99,99,99,99
5844,99,99,99,99
5845,10,99,88,88
5846,15,99,99,99
5847,12,99,99,99
5848,6,16,99,99
5849,99,99,99,99
5850,99,99,99,99
5851,99,98,88,88
5852,99,99,99,99
5853,99,99,88,88
5854,99,99,99,99
5855,17,99,88,88
5856,99,99,99,99
5857,99,99,99,99
5858,99,99,99,99
5859,15,30,88,88
5860,23,99,99,99
5861,99,99,99,99
5862,19,99,19,99
5863,99,99,99,99
5864,20,99,99,99
5865,7,99,88,88
5866,99,99,99,99
5867,99,99,99,99
5868,99,99,88,88
5869,7,3,99,99
5870,99,99,99,99
5871,99,99,99,99
5872,99,99,99,99
5873,21,99,88,88
5874,99,99,88,88
5875,99,99,99,99
5876,15,0,88,88
5877,99,99,99,99
5878,0,99,88,88
5879,99,99,99,99
5880,99,99,99,99
5881,99,99,99,99
5882,99,99,99,99
5883,99,99,99,99
5884,99,99,99,99
5885,99,99,88,88
5886,99,99,99,99
5887,99,99,99,99
5888,99,99,88,88
5889,99,99,88,88
5890,9,99,99,99
5891,21,99,21,99
5892,99,99,99,99
5893,99,99,99,99
5894,16,99,99,99
5895,15,50,99,99
5896,18,99,99,99
5897,99,99,99,99
5898,23,99,88,88
5899,99,99,99,99
5900,99,99,88,88
5901,99,99,88,88
5902,99,99,88,88
5903,99,99,99,99
5904,7,99,88,88
5905,99,99,99,99
5906,5,99,88,88
5907,99,99,88,88
5908,99,99,88,88
5909,99,99,88,88
5910,99,99,99,99
5911,99,99,99,99
5912,99,99,88,88
5913,99,99,88,88
5914,99,99,99,99
5915,99,99,99,99
5916,99,99,99,99
5917,15,99,15,99
5918,99,99,99,99
5919,99,99,99,99
5920,99,99,88,88
5921,99,99,88,88
5922,99,99,99,99
5923,6,17,88,88
5924,99,99,99,99
5925,99,99,99,99
5926,99,99,99,99
5927,20,99,88,88
5928,99,99,99,99
5929,99,99,99,99
5930,99,99,88,88
5931,99,99,99,99
5932,99,99,99,99
5933,99,99,88,88
5934,5,99,88,88
5935,0,12,99,99
5936,99,99,99,99
5937,99,99,88,88
5938,99,99,88,88
5939,99,99,88,88
5940,99,99,99,99
5941,3,99,99,99
5942,99,99,99,99
5943,11,99,99,99
5944,99,99,88,88
5945,99,99,99,99
5946,99,99,99,99
5947,11,27,88,88
5948,2,10,99,99
5949,6,13,88,88
5950,99,99,99,99
5951,99,99,13,24
5952,99,99,99,99
5953,6,99,99,99
5954,99,99,99,99
5955,99,99,88,88
5956,16,99,16,99
5957,99,99,88,88
5958,99,99,99,99
5959,99,99,88,88
5960,99,99,99,99
5961,99,99,88,88
5962,99,99,99,99
5963,99,99,88,88
5964,99,99,99,99
5965,16,99,99,99
5966,99,99,99,99
5967,21,5,88,88
5968,10,99,88,88
5969,99,99,88,88
5970,99,99,99,99
5971,99,99,99,99
5972,3,99,99,99
5973,21,99,99,99
5974,99,99,88,88
5975,99,99,88,88
5976,22,99,99,99
5977,10,23,88,88
5978,99,99,99,99
5979,9,99,88,88
5980,3,99,88,88
5981,16,99,99,99
5982,21,99,88,88
5983,2,99,99,99
5984,99,99,88,88
5985,99,99,99,99
5986,3,30,88,88
5987,99,99,88,88
5988,99,99,88,88
5989,1,24,99,99
5990,3,19,88,88
5991,99,99,99,99
5992,99,99,99,99
5993,99,99,88,88
5994,99,99,88,88
5995,99,99,88,88
5996,99,99,99,99
5997,3,99,99,99
5998,99,99,88,88
5999,16,26,88,88
6000,99,99,88,88
6001,99,99,88,88
6002,99,99,99,99
6003,99,99,88,88
6004,23,99,88,88
6005,99,99,88,88
6006,99,99,99,99
6007,99,99,99,99
6008,16,99,99,99
6009,21,99,99,99
6010,19,99,88,88
6011,99,99,99,99
6012,17,99,88,88
6013,99,99,99,99
6014,0,99,88,88
6015,99,99,88,88
6016,99,99,99,99
6017,99,99,99,99
6018,99,99,88,88
6019,99,99,99,99
6020,99,99,88,88
6021,99,99,99,99
6022,99,99,99,99
6023,99,99,99,99
6024,99,99,88,88
6025,99,99,99,99
6026,99,99,88,88
6027,99,99,88,88
6028,4,28,88,88
6029,1,4,99,99
6030,2,99,88,88
6031,99,99,88,88
6032,19,40,99,99
6033,99,99,88,88
6034,99,99,99,99
6035,99,99,99,99
6036,99,99,88,88
6037,99,99,99,99
6038,99,99,99,99
6039,99,99,99,99
6040,99,99,88,88
6041,99,99,88,88
6042,99,99,99,99
6043,99,99,99,99
6044,99,99,99,99
6045,99,99,99,99
6046,0,55,88,88
6047,99,99,88,88
6048,99,99,99,99
6049,99,99,99,99
6050,99,99,88,88
6051,99,99,99,99
6052,99,99,99,99
6053,99,99,99,99
6054,99,99,99,99
6055,99,99,88,88
6056,99,99,88,88
6057,99,99,99,99
6058,99,99,99,99
6059,99,99,99,99
6060,99,99,99,99
6061,99,99,88,88
6062,99,99,88,88
6063,99,99,99,99
6064,99,99,99,99
6065,99,99,88,88
6066,99,99,99,99
6067,99,99,99,99
6068,23,0,99,96
6069,99,99,88,88
6070,99,99,88,88
6071,99,99,88,88
6072,99,99,99,99
6073,99,99,99,99
6074,99,99,88,88
6075,99,99,99,99
6076,99,99,99,99
6077,99,99,99,99
6078,99,99,88,88
6079,99,99,99,99
6080,99,99,99,99
6081,10,25,99,99
6082,99,99,88,88
6083,99,99,88,88
6084,99,99,88,88
6085,5,45,99,99
6086,99,99,88,88
6087,20,38,88,88
6088,99,99,88,88
6089,99,99,99,99
6090,99,99,88,88
6091,99,99,99,99
6092,99,99,99,99
6093,99,99,99,99
6094,99,99,88,88
6095,99,99,99,99
6096,99,99,88,88
6097,19,27,99,99
6098,99,99,99,99
6099,99,99,99,99
6100,88,88,88,88
6101,99,99,99,99
6102,8,99,99,99
6103,99,99,99,99
6104,99,99,99,99
6105,10,99,99,99
6106,99,99,88,88
6107,99,99,99,99
6108,99,99,88,88
6109,17,59,99,99
6110,9,99,99,99
6111,99,99,88,88
6112,99,99,88,88
6113,4,33,88,88
6114,5,99,6,99
6115,0,99,88,88
6116,21,99,88,88
6117,99,99,99,99
6118,6,99,88,88
6119,16,99,99,99
6120,99,99,88,88
6121,3,2,99,99
6122,99,99,99,99
6123,8,12,88,88
6124,99,99,99,99
6125,99,99,88,88
6126,99,99,99,99
6127,99,99,99,99
6128,99,99,88,88
6129,0,56,88,88
6130,99,99,88,88
6131,3,99,88,88
6132,18,99,18,99
6133,99,99,99,99
6134,99,99,99,99
6135,99,99,99,99
6136,21,99,88,88
6137,99,99,99,99
6138,99,99,99,99
6139,99,99,99,99
6140,99,99,99,99
6141,16,99,99,99
6142,5,99,99,99
6143,15,99,99,99
6144,99,99,99,99
6145,99,99,99,99
6146,21,99,99,99
6147,99,99,99,99
6148,18,99,99,99
6149,99,99,88,88
6150,99,99,99,99
6151,20,99,99,99
6152,99,99,99,99
6153,0,99,99,99
6154,20,4,99,99
6155,99,99,88,88
6156,21,99,99,99
6157,99,99,88,88
6158,0,99,99,99
6159,99,99,88,88
6160,99,99,99,99
6161,99,99,99,99
6162,9,99,99,99
6163,99,99,99,99
6164,99,99,88,88
6165,21,99,99,99
6166,21,99,99,99
6167,99,99,88,88
6168,99,99,99,99
6169,99,99,99,99
6170,99,99,99,99
6171,99,99,99,99
6172,22,99,99,99
6173,19,99,19,99
6174,99,99,88,88
6175,3,99,88,88
6176,99,99,88,88
6177,99,99,88,88
6178,99,99,88,88
6179,99,99,99,99
6180,99,99,99,99
6181,18,99,99,99
6182,2,99,99,99
6183,99,99,99,99
6184,99,99,99,99
6185,99,99,99,99
6186,99,99,99,99
6187,99,99,88,88
6188,99,99,99,99
6189,99,99,99,99
6190,99,99,99,99
6191,99,99,99,99
6192,99,99,99,99
6193,1,99,99,99
6194,20,99,88,88
6195,19,15,99,99
6196,21,99,21,99
6197,99,99,99,99
6198,2,45,88,88
6199,99,99,99,99
6200,99,99,99,99
6201,99,99,99,99
6202,99,99,99,99
6203,14,99,14,99
6204,99,99,99,99
6205,99,99,99,99
6206,99,99,88,88
6207,99,99,88,88
6208,99,99,99,99
6209,99,99,99,99
6210,99,99,99,99
6211,15,99,88,88
6212,99,99,99,99
6213,99,99,99,99
6214,99,99,99,99
6215,99,99,99,99
6216,99,99,99,99
6217,99,99,88,88
6218,99,99,88,88
6219,99,99,99,99
6220,99,99,99,99
6221,99,99,88,88
6222,99,99,99,99
6223,99,99,99,99
6224,99,99,99,99
6225,99,99,99,99
6226,99,99,88,88
6227,99,99,88,88
6228,99,99,99,99
6229,99,99,99,99
6230,99,99,99,99
6231,99,99,99,99
6232,99,99,99,99
6233,99,99,99,99
6234,99,99,99,99
6235,99,99,88,88
6236,99,99,88,88
6237,99,99,88,88
6238,15,99,99,99
6239,99,99,99,99
6240,23,99,88,88
6241,99,99,88,88
6242,99,99,99,99
6243,99,99,99,99
6244,21,99,88,88
6245,99,99,99,99
6246,99,99,99,99
6247,20,99,20,99
6248,23,99,88,88
6249,3,5,99,99
6250,99,99,99,99
6251,99,99,99,99
6252,99,99,99,99
6253,20,99,20,99
6254,99,99,99,99
6255,99,99,99,99
6256,99,99,88,88
6257,99,99,88,88
6258,99,99,99,99
6259,99,99,99,99
6260,99,99,99,99
6261,99,99,99,99
6262,99,99,88,88
6263,99,99,88,88
6264,99,99,88,88
6265,99,99,88,88
6266,99,99,99,99
6267,99,99,99,99
6268,99,99,88,88
6269,99,99,99,99
6270,99,99,99,99
6271,99,99,99,99
6272,99,99,99,99
6273,99,99,99,99
6274,99,99,99,99
6275,99,99,88,88
6276,99,99,99,99
6277,99,99,99,99
6278,99,99,99,99
6279,99,99,88,88
6280,99,99,99,99
6281,99,99,99,99
6282,99,99,88,88
6283,99,99,99,99
6284,99,99,99,99
6285,99,99,99,99
6286,99,99,99,99
6287,99,99,88,88
6288,99,99,99,99
6289,1,99,99,99
6290,99,99,99,99
6291,7,99,88,88
6292,23,99,88,88
6293,99,99,99,99
6294,99,99,99,99
6295,99,99,88,88
6296,99,99,99,99
6297,99,99,88,88
6298,3,99,88,88
6299,0,99,0,99
6300,99,99,88,88
6301,99,99,99,99
6302,99,99,99,99
6303,99,99,99,99
6304,99,99,99,99
6305,99,99,88,88
6306,99,99,99,99
6307,99,99,20,31
6308,99,99,88,88
6309,99,99,99,99
6310,99,99,99,99
6311,99,99,88,88
6312,99,99,88,88
6313,99,99,99,99
6314,99,99,99,99
6315,99,99,99,99
6316,99,99,99,99
6317,99,99,99,99
6318,99,99,99,99
6319,99,99,88,88
6320,99,99,88,88
6321,99,99,99,99
6322,3,27,99,99
6323,99,99,99,99
6324,99,99,88,88
6325,99,99,99,99
6326,14,38,88,88
6327,99,99,88,88
6328,13,99,88,88
6329,99,99,99,99
6330,19,99,88,88
6331,99,99,99,99
6332,23,45,99,99
6333,99,99,99,99
6334,99,99,99,99
6335,21,99,21,36
6336,99,99,88,88
6337,21,28,99,99
6338,99,99,88,88
6339,99,99,99,99
6340,99,99,99,99
6341,16,99,99,99
6342,99,99,88,88
6343,19,99,99,99
6344,99,99,99,99
6345,99,99,99,99
6346,99,99,88,88
6347,99,99,99,99
6348,99,99,99,99
6349,99,99,99,99
6350,99,99,99,99
6351,17,99,88,88
6352,99,99,99,99
6353,99,99,99,99
6354,99,99,88,88
6355,15,99,99,99
6356,19,51,88,88
6357,99,99,99,99
6358,7,99,88,88
6359,99,99,99,99
6360,99,99,88,88
6361,99,99,99,99
6362,99,99,88,88
6363,99,99,99,99
6364,99,99,99,99
6365,99,99,99,99
6366,99,99,99,99
6367,99,99,88,88
6368,99,99,99,99
6369,99,99,88,88
6370,99,99,88,88
6371,99,99,88,88
6372,99,99,99,99
6373,99,99,99,99
6374,4,99,88,88
6375,20,48,99,99
6376,99,99,99,99
6377,99,99,88,88
6378,99,99,99,99
6379,22,29,88,88
6380,99,99,99,99
6381,23,99,99,99
6382,99,99,99,99
6383,99,99,99,99
6384,99,99,88,88
6385,99,99,99,99
6386,99,99,99,99
6387,99,99,99,99
6388,99,99,99,99
6389,11,99,99,99
6390,20,99,20,49
6391,99,99,99,99
6392,99,99,88,88
6393,0,99,88,88
6394,5,99,99,99
6395,12,99,99,99
6396,99,99,99,99
6397,99,99,88,88
6398,99,99,88,88
6399,99,99,99,99
6400,99,99,88,88
6401,99,99,99,99
6402,23,99,88,88
6403,99,99,88,88
6404,99,99,99,99
6405,99,99,99,99
6406,99,99,88,88
6407,8,99,99,99
6408,0,13,99,99
6409,8,99,99,99
6410,99,99,99,99
6411,99,99,99,99
6412,20,51,99,99
6413,99,99,99,99
6414,99,99,88,88
6415,99,99,88,88
6416,99,99,99,99
6417,99,99,99,99
6418,6,99,6,99
6419,99,99,88,88
6420,99,99,99,99
6421,21,42,99,99
6422,99,99,99,99
6423,99,99,88,88
6424,99,99,99,99
6425,99,99,88,88
6426,99,99,99,99
6427,99,99,99,99
6428,99,99,99,99
6429,99,99,99,99
6430,99,99,99,99
6431,99,99,99,99
6432,23,20,88,88
6433,99,99,99,99
6434,22,3,99,99
6435,99,99,99,99
6436,99,99,88,88
6437,99,99,88,88
6438,99,99,88,88
6439,99,99,99,99
6440,99,99,99,99
6441,99,99,99,99
6442,99,99,88,88
6443,99,99,99,99
6444,99,99,88,88
6445,99,99,99,99
6446,99,99,99,99
6447,99,99,99,99
6448,99,99,99,99
6449,99,99,99,99
6450,99,99,99,99
6451,99,99,99,99
6452,99,99,88,88
6453,99,99,99,99
6454,99,99,99,99
6455,13,99,88,88
6456,6,53,99,99
6457,99,99,99,99
6458,99,99,99,99
6459,99,99,99,99
6460,20,99,20,59
6461,99,99,88,88
6462,99,99,88,88
6463,2,57,88,88
6464,99,99,88,88
6465,99,99,99,99
6466,5,26,88,88
6467,99,99,0,0
6468,99,99,99,99
6469,99,99,99,99
6470,0,99,99,99
6471,4,99,88,88
6472,99,99,99,99
6473,99,99,99,99
6474,99,99,99,99
6475,10,99,99,99
6476,13,99,99,99
6477,99,99,99,99
6478,99,99,99,99
6479,6,6,99,99
6480,99,99,99,99
6481,99,99,99,99
6482,99,99,99,99
6483,99,99,99,99
6484,19,99,88,88
6485,20,99,20,99
6486,99,99,88,88
6487,99,99,88,88
6488,99,99,99,99
6489,1,99,99,99
6490,99,99,99,99
6491,99,99,99,99
6492,99,99,99,99
6493,99,99,99,99
6494,99,99,99,99
6495,99,99,99,99
6496,99,99,88,88
6497,99,99,99,99
6498,99,99,99,99
6499,99,99,88,88
6500,99,99,99,99
6501,19,99,99,99
6502,99,99,99,99
6503,23,99,99,99
6504,8,99,99,99
6505,99,99,88,88
6506,99,99,88,88
6507,99,99,88,88
6508,99,99,88,88
6509,23,99,88,88
6510,0,99,88,88
6511,99,99,99,99
6512,99,99,23,23
6513,99,99,99,99
6514,99,99,88,88
6515,99,99,88,88
6516,99,99,99,99
6517,99,99,88,88
6518,99,99,88,88
6519,99,99,99,99
6520,99,99,88,88
6521,99,99,99,99
6522,99,99,99,99
6523,99,99,99,99
6524,99,99,99,99
6525,99,99,88,88
6526,99,99,88,88
6527,99,99,88,88
6528,99,99,99,99
6529,99,99,99,99
6530,99,99,88,88
6531,99,99,99,99
6532,99,99,88,88
6533,99,99,88,88
6534,22,99,88,88
6535,99,99,99,99
6536,99,99,99,99
6537,99,98,88,88
6538,99,99,88,88
6539,99,99,88,88
6540,99,99,99,99
6541,19,17,99,99
6542,99,99,99,99
6543,99,98,88,88
6544,21,30,88,88
6545,99,99,99,99
6546,99,99,99,99
6547,99,99,99,99
6548,13,99,99,99
6549,6,99,99,99
6550,99,99,99,99
6551,99,99,99,99
6552,99,99,88,88
6553,99,99,99,99
6554,99,99,88,88
6555,99,99,88,88
6556,12,99,12,99
6557,99,99,99,99
6558,99,99,88,88
6559,99,99,99,99
6560,99,99,99,99
6561,99,99,99,99
6562,20,10,99,99
6563,23,30,99,99
6564,99,99,88,88
6565,99,99,88,88
6566,99,99,99,99
6567,99,99,99,99
6568,12,99,88,88
6569,99,99,88,88
6570,99,99,88,88
6571,99,99,99,99
6572,20,99,88,88
6573,99,99,88,88
6574,99,99,99,99
6575,99,99,99,99
6576,99,99,99,99
6577,99,99,88,88
6578,99,99,99,99
6579,4,99,88,88
6580,99,99,99,99
6581,19,52,99,99
6582,99,99,88,88
6583,99,99,99,99
6584,99,99,99,99
6585,99,99,99,99
6586,99,99,88,88
6587,99,99,99,99
6588,99,99,88,88
6589,99,99,99,99
6590,99,99,99,99
6591,99,99,99,99
6592,99,99,88,88
6593,99,99,88,88
6594,99,99,88,88
6595,99,99,88,88
6596,99,99,99,99
6597,99,99,88,88
6598,99,99,99,99
6599,99,99,99,99
6600,99,99,99,99
6601,1,99,99,99
6602,99,99,99,99
6603,16,25,88,88
6604,15,40,99,99
6605,99,99,88,88
6606,16,99,99,99
6607,17,99,88,88
6608,3,22,88,88
6609,99,99,99,99
6610,8,57,88,88
6611,99,99,99,99
6612,99,99,99,99
6613,9,99,99,99
6614,9,17,99,99
6615,99,99,99,99
6616,99,99,88,88
6617,99,99,99,99
6618,99,99,99,99
6619,14,25,88,88
6620,99,99,99,99
6621,99,99,99,99
6622,99,99,99,99
6623,99,99,88,88
6624,99,99,88,88
6625,99,99,99,99
6626,23,99,88,88
6627,99,99,99,99
6628,99,99,99,99
6629,99,99,99,99
6630,18,99,18,99
6631,99,99,88,88
6632,99,99,99,99
6633,99,99,99,99
6634,99,99,88,88
6635,99,98,99,98
6636,99,99,99,99
6637,99,99,88,88
6638,22,99,88,88
6639,99,99,99,99
6640,99,99,88,88
6641,99,99,99,99
6642,99,99,99,99
6643,0,99,88,88
6644,14,99,99,99
6645,99,99,99,99
6646,99,99,99,99
6647,99,99,88,88
6648,5,99,88,88
6649,18,50,99,99
6650,99,99,99,99
6651,1,6,99,99
6652,23,99,88,88
6653,19,24,99,99
6654,1,49,88,88
6655,99,99,99,99
6656,99,99,88,88
6657,20,22,88,88
6658,99,99,99,99
6659,99,99,88,88
6660,99,99,99,99
6661,99,99,99,99
6662,99,99,88,88
6663,99,99,88,88
6664,99,99,88,88
6665,99,99,99,99
6666,99,99,88,88
6667,99,99,99,99
6668,99,99,88,88
6669,99,99,99,99
6670,99,99,99,99
6671,99,99,99,99
6672,99,99,88,88
6673,99,99,88,88
6674,99,99,99,99
6675,99,99,99,99
6676,99,99,88,88
6677,99,99,88,88
6678,99,99,99,99
6679,99,99,88,88
6680,99,99,99,99
6681,99,99,99,99
6682,99,99,99,99
6683,99,99,88,88
6684,99,99,88,88
6685,99,99,88,88
6686,99,99,99,99
6687,99,99,88,88
6688,99,99,88,88
6689,99,99,99,99
6690,99,99,99,99
6691,99,99,99,99
6692,10,19,99,99
6693,99,98,88,88
6694,99,99,99,99
6695,99,99,88,88
6696,99,99,99,99
6697,19,25,99,99
6698,17,47,99,99
6699,99,99,88,88
6700,99,99,88,88
6701,22,99,99,99
6702,99,99,99,99
6703,99,99,88,88
6704,99,99,99,99
6705,99,99,99,99
6706,23,99,88,88
6707,99,99,99,99
6708,99,99,99,99
6709,99,99,99,99
6710,99,99,99,99
6711,99,99,99,99
6712,99,99,99,99
6713,99,99,99,99
6714,99,99,88,88
6715,99,99,99,99
6716,99,99,99,99
6717,99,99,99,99
6718,5,99,88,88
6719,99,99,88,88
6720,99,99,88,88
6721,99,99,99,99
6722,21,99,99,99
6723,99,99,99,99
6724,99,99,99,99
6725,99,99,88,88
6726,99,99,99,99
6727,99,99,88,88
6728,99,99,88,88
6729,99,99,88,88
6730,99,99,99,99
6731,99,99,99,99
6732,2,18,88,88
6733,99,99,88,88
6734,99,99,88,88
6735,99,99,99,99
6736,99,99,99,99
6737,11,56,88,88
6738,99,99,88,88
6739,99,99,99,99
6740,17,30,99,99
6741,8,99,88,88
6742,22,99,88,88
6743,99,99,99,99
6744,20,99,20,99
6745,99,99,99,99
6746,99,99,99,99
6747,99,99,88,88
6748,99,99,99,99
6749,99,99,99,99
6750,99,99,99,99
6751,88,88,88,88
6752,99,99,99,99
6753,16,99,99,99
6754,99,99,88,88
6755,19,99,88,88
6756,99,99,88,88
6757,99,99,99,99
6758,18,99,88,88
6759,99,99,99,99
6760,99,99,99,99
6761,99,99,88,88
6762,15,99,99,99
6763,99,99,99,99
6764,99,99,99,99
6765,99,99,88,88
6766,99,99,99,99
6767,99,99,99,99
6768,99,99,88,88
6769,99,99,99,99
6770,99,99,99,99
6771,99,99,88,88
6772,99,99,88,88
6773,99,99,88,88
6774,99,99,88,88
6775,99,99,99,99
6776,99,99,99,99
6777,99,99,88,88
6778,99,99,99,99
6779,99,99,99,99
6780,99,99,88,88
6781,99,99,88,88
6782,99,99,99,98
6783,99,99,99,99
6784,99,99,99,99
6785,99,99,99,99
6786,99,99,99,99
6787,99,99,99,99
6788,99,99,99,99
6789,99,99,88,88
6790,99,99,99,99
6791,99,99,88,88
6792,2,11,88,88
6793,99,99,99,99
6794,14,99,99,99
6795,99,99,88,88
6796,99,99,88,88
6797,99,99,99,99
6798,99,99,99,99
6799,99,99,88,88
6800,7,40,88,88
6801,99,99,99,99
6802,99,99,88,88
6803,99,99,99,99
6804,99,99,99,99
6805,99,99,99,99
6806,99,99,88,88
6807,19,34,88,88
6808,99,99,88,88
6809,99,99,88,88
6810,99,99,99,99
6811,99,99,88,88
6812,21,99,99,99
6813,99,99,88,88
6814,99,99,88,88
6815,99,99,99,99
6816,99,99,88,88
6817,99,99,99,99
6818,99,99,99,99
6819,99,99,99,99
6820,99,99,99,99
6821,99,99,99,99
6822,99,99,88,88
6823,17,4,88,88
6824,19,99,99,99
6825,99,99,88,88
6826,99,99,88,88
6827,99,99,88,88
6828,99,99,99,99
6829,2,20,88,88
6830,99,99,88,88
6831,99,99,99,99
6832,99,99,99,99
6833,99,99,99,99
6834,0,99,88,88
6835,99,99,99,99
6836,99,99,99,99
6837,99,99,99,99
6838,21,38,88,88
6839,0,24,88,88
6840,99,99,99,99
6841,99,99,99,99
6842,99,99,99,99
6843,99,99,99,99
6844,18,19,99,99
6845,4,99,99,99
6846,99,99,88,88
6847,99,99,99,99
6848,99,99,99,99
6849,99,99,99,99
6850,18,99,99,99
6851,99,99,88,88
6852,17,44,99,99
6853,99,99,88,88
6854,99,99,99,99
6855,99,99,88,88
6856,17,56,99,99
6857,99,99,88,88
6858,99,99,99,99
6859,99,99,99,99
6860,99,99,99,99
6861,99,99,99,99
6862,99,99,99,99
6863,99,99,88,88
6864,99,99,99,99
6865,99,99,99,99
6866,99,99,99,99
6867,20,31,99,99
6868,99,99,99,99
6869,99,99,99,99
6870,99,99,99,99
6871,3,99,88,88
6872,99,99,99,99
6873,99,99,99,99
6874,99,99,88,88
6875,99,99,88,88
6876,19,23,88,88
6877,5,37,99,99
6878,99,99,99,99
6879,99,99,88,88
6880,99,99,99,99
6881,99,99,99,99
6882,99,99,99,99
6883,99,99,88,88
6884,99,99,88,88
6885,99,99,99,99
6886,99,99,99,99
6887,99,99,99,99
6888,99,99,99,99
6889,20,99,99,99
6890,99,99,88,88
6891,99,99,88,88
6892,99,99,99,99
6893,99,99,88,88
6894,99,99,99,99
6895,99,99,99,99
6896,99,99,88,88
6897,99,99,99,99
6898,99,99,99,99
6899,99,99,88,88
6900,99,99,99,99
6901,99,99,99,99
6902,99,99,99,99
6903,99,99,99,99
6904,99,99,88,88
6905,99,99,99,99
6906,99,99,99,99
6907,99,99,88,88
6908,99,99,88,88
6909,99,99,99,99
6910,99,99,88,88
6911,20,15,99,99
6912,99,99,99,99
6913,99,99,99,99
6914,99,99,88,88
